input_smile,is_patented
CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,True
CC(C)=CCC1=C2OC2(C(=O)CCCCN)C(=O)C(O)C1=O,False
CC(C)=CCC1=C2OC2(O)C(C(C)C)C(=O)C1=O,False
CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,True
CC(C)CC1CNCCCCNCCNCCNCCNCCNCCNCCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)N1,True
CC(C)CCCC(C)C1CCC2C(=O)CC3C4CCC(O)CC4(O)C(C)CC3C21C,True
CC(C)CCCCCCCCC1NC(=O)C(=O)NC(=O)C(=O)NCCNCCNCC(CC(N)=O)NC(=O)C(=O)NC(CC(N)=O)C(CC(N)=O)NC(Cc2ccc(O)cc2)C1CC(N)=O,True
CC(C)CSSc1ncccn1,True
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,True
CC1(C)C=Cc2c(cc(O)c3c2OC(O)C(=O)C3c2ccccc2)O1,False
CC1(C)C=Cc2c(cc(O)c3c2OC(c2ccccc2)C(O)C3=O)O1,True
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1,True
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CCOC(O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,True
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CCOC(O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O,True
CC1CC2OC2C=CC=CC(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,True
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,True
CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1,True
CC=CCC(C)C(O)C1NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)CCNCCNCCNCCNCCNCCNC1=O,True
CCC(=O)C(C)C(O)C(C)CC(C)C12OC(C)(CC=C1C)C(O)COCC=C(C)C(OC1OCC(C)C(O)C1OC(N)=O)C(C)CCC=CCCC2=O,True
CCC(=O)C(C)C(O)C(C)CC(C)C1OC(=O)CC2(O)CC=C(C)C(O2)C(C)=CCCCC(OC2CC(OC(N)=O)C(O)C(C)O2)C=CC(C)CC1C,True
CCC(=O)O,True
CCC(C)C(=O)Nc1cccc(O)c1C(=O)NC(C)(CC)C1CNCCNCCNCCOC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)N1,False
CCC(C)C(=O)OC12CCC=CC1C=CC(C)C2CCC1CC(=O)CC(O)O1,False
CCC(C)C(=O)OC1CCC=C2C=C(CCC3CC(O)CC(=O)O3)C(C)CC21,True
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,True
CCC(C)C1CNCCNCCNCCOC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)N1,True
CCC(C)C1OCCNCCNCCNCC(C(C)(CC)NC(=O)C(NC(=O)C(C)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CCCN2)c2ccccc2)NC(=O)CNC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)N(C)C1=O,False
CCC(C)C1OCCNCCNCCNCC(C(C)(CC)NC(=O)c2ccccc2NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC)NC(=O)CNC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)N(C)C1=O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)C(=O)C(O)NC(=O)C(C(O)CC(N)=O)NCC(C(O)C(O)c2ccccc2O)NC(C(C)O)C(=O)NC(=O)CNCC(=O)NC1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)C(=O)C(O)NC(C(O)CC(N)=O)C(C)NC(=O)C(=O)NCCNCC(C(O)C(O)c2ccccc2O)NC(=O)C(=O)NC1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)C(C(O)CC(N)=O)C(O)NC(=O)CNC(=O)CNCC(=O)NC(=O)C(C(O)C(O)c2cccc(O)c2)NC(C(C)O)C(=O)NC1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)C(O)C(=O)NC(=O)CNC(C(O)CC(N)=O)C(C(O)C(O)c2ccccc2O)NC(C(C)O)CNC(=O)CNC(=O)C(=O)NC1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)C(O)C(=O)NC(C(O)CC(N)=O)C(=O)NC(=O)C(C(O)C(O)c2ccccc2O)NC(C(C)O)CNCC(=O)NCC(=O)NC1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)C(O)C(C(C)O)NCC(=O)NCC(=O)NC(C(O)C(O)c2ccc(O)cc2)C(=O)NC(C(O)CC(N)=O)C(=O)NCC(=O)NC1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)C(O)C(O)NC(=O)CNC(=O)CNC(C(O)CC(N)=O)C(=O)NC(C(O)C(O)c2ccc(O)cc2)C(=O)NC(=O)CNC1C(C)O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(=O)NC(=O)C(C(O)C(O)c2cccc(O)c2)NC(C(C)O)C(C(O)CC(N)=O)NCC(=O)NCC(=O)NCC(O)NC(=O)C(O)C1=O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1C(O)NC(C(O)CC(N)=O)C(C)NCC(=O)NC(=O)CNCC(=O)NC(=O)C(C(O)C(O)c2ccccc2O)NC(=O)C(=O)C1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(=O)C(C(C)O)NC(=O)CNC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C(C(O)CC(N)=O)NC(=O)CNC(=O)C(O)NC1O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)CNC(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)CNC(=O)C(C(C)O)NC1=O,True
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)CNC(=O)CNC(C(O)CC(N)=O)C(=O)NC(C(C)O)C(C(O)C(O)c2cccc(O)c2)NC(=O)C(=O)NC1=O,False
CCC(C)CC(C)CCCCCCCCC(=O)NC1CNCC(=O)NC(C(C)O)C(C(O)C(O)c2ccccc2O)NC(=O)C(=O)NC(C(O)CC(N)=O)C(=O)NC(=O)C(=O)NC(O)C(O)C1,False
CCC(C)CCCCCCCCCC(=O)NC1C(CO)NC(O)CNC(C(O)C(O)c2ccccc2O)C(C(C)O)NC(=O)C(=O)NCCNC(=O)C(=O)NC(=O)C(=O)C1O,False
CCC(C)CCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)CNC(=O)C(CO)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)CNC(=O)C(C(C)O)NC1=O,True
CCC(C)CCCCCCCCCCC(=O)NC1CNC(=O)CNC(C(C)O)C(=O)NC(=O)C(CO)NC(=O)C(=O)NCC(=O)NC(O)C(O)C1C(O)C(O)c1ccc(O)cc1,False
CCC(C)CNC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)CCCC=O,False
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,True
CCC1C=CC=CCC(C)C(O)CC(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OCCCCC1,False
CCC=CCC=O,True
CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O,True
CCCCC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,True
CCCCC1CN(c2cccc(OC(F)(F)F)c2)C(=O)CN1Cc1cncn1Cc1ccc(Br)cc1,True
CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,True
CCCCCC=CC=CC(=O)OCC1OC(O)C(O)C(O)C1OC1C(OC(=O)C=CC=CCC(O)C(C)=CC=CCCC(C)CC)OC2(OCc3ccc(O)c(O)c32)C(CO)C1O,True
CCCCCC=CC=CC(=O)OCC1OC(O)C(O)CC1OC1C(CO)C(O)C(OC(=O)C=CC=CCC(O)C(C)=CC=CCCC(C)CC)OC12OCc1c(O)ccc(O)c12,True
CCCCCC=CC=CC(=O)OCC1OC(OC2C(OC(=O)C=CC=CCC(O)C(C)=CC=CCCC(C)CC)C(O)C(CO)OC23OCc2cc(O)cc(O)c23)C(O)C(O)C1O,True
CCCCCC=CCC=CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)CNC(=O)C(C(C)O)NC1=O,False
CCCCCCC1C(=O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C(C)=CC=CC=CC=CC=CC(O)C(O)OC1C,False
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,True
CCCCCCC1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,True
CCCCCCC1C(=O)OCC(OC2OC(N)C(O)C(O)C2C)C(O)=CC=CC=CC(C)=CC=C(C)C(O)CC(O)CC(O)CCCC(O)CC(O)CC1O,True
CCCCCCC1C(=O)OCC(OC2OC(O)C(O)C(C)C2N)C=CC=CC=CC=CC=C(C)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C1C,False
CCCCCCC1COCC(=O)C=CC(C)=CC=C(C)C=CC=C(O)C(O)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)C1,False
CCCCCCC1COCCC=CC(O)=CC=C(C)C=CC(O)=C(C)C(O)C(O)C(O)C(O)C(O)CC(O)CCCCC(=O)C1,False
CCCCCCCCCC(=O)O,True
CCCCCCCCCCCCC1CC(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(C(C)O)CNCCNCCNCCNCCNCCNCCO1,True
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,True
CCCCCCCCOc1ccc(C(=O)NC2CC(O)C(O)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(O)C(O)c3ccc(O)cc3)NC(=O)CNC(=O)C(C(C)O)NC2=O)cc1,False
CCCCCCCCOc1ccccc1C(=O)NC1CC(O)C(O)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)CNC(=O)C(C(C)O)NC1=O,False
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(OCC[N+](C)(C)C)NC(=O)C(=O)NC(C(O)C(O)c5ccc(O)cc5)CNC(=O)C(=O)NC(C(C)O)C(=O)NCC(C(C)O)NC4=O)cc3)cc2)cc1,True
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(OCC[N+](C)(C)C)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(O)C(O)c5ccc(O)cc5)NC(=O)CNC(=O)C(C(C)O)NC4=O)cc3)cc2)cc1,True
CCCCCOc1ccc(-c2cccc(-c3cccc(C(=O)NC4CNC(O)CNCC(=O)NC(C(C)O)C(=O)NC(=O)C(C(O)C(O)c5cccc(O)c5)NC(=O)C(C(C)O)NC(=O)C(=O)C4O)c3)c2)cc1,False
CCCCCOc1cccc(-c2ccc(-c3ccc(C(=O)NC4C(=O)NC(O)C(C(C)O)NC(=O)C(=O)NC(C(O)CC(O)c5ccc(O)cc5)CNC(=O)CNCC(C(O)C(O)c5cccc(O)c5)NC(O)C(=O)C4=O)cc3)cc2)c1,False
CCCCCOc1cccc(-c2ccccc2-c2cccc(C(=O)NC3C(O)NC(C(O)C(O)c4ccccc4O)C(C(C)O)NC(=O)C(=O)NC(C(O)CC(O)c4cccc(O)c4)CNCCNC(=O)C(=O)NC(=O)C(=O)C3O)c2)c1,False
CCCCCOc1ccccc1C(=CSC)n1ccnc1,True
CCCNC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CS)NC(=O)C(CCC(N)=O)NC(=O)C(N)CCC(=O)O,True
CCCSSc1ncccn1,True
CCNc1nsc2ccccc12,True
CN(C(=S)Sc1nc2ccccc2o1)c1cccc2ccccc12,True
CN(C)C(=S)SSC(=S)N(C)C,True
CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,True
CN(CCC(N)CC(=O)NC1C=CC(N2C(C(=O)O)=CC=NC2N)OC1C(=O)O)C(=N)N,False
CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,True
CN(CCC(N)CC(=O)NC1COC(C(=O)O)C=C1n1ccc(N)nc1=O)C(=N)N,False
CN(CCC(N)CC(=O)NC1COCC(C(=O)O)=C1n1cc(N)cnc1=O)C(=N)N,False
CN(CCC(N)CC(=O)NC1COCC(C(=O)O)=C1n1ccc(N)nc1=O)C(=N)N,False
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,True
CNC1C(C)OC(OC2c3c(O)c(C)cc(C(=O)NC(C)C(=O)O)c3-c3cc4c(c(O)c3C2O)C(C(C)=O)C(=O)C(=O)C4)C(O)C1OC1OCC(O)C(O)C1O,False
CNC1C(C)OC(OC2c3cc(C)c(C(=O)NC(C)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)C2O)C(O)C1OC1OCC(O)C(O)C1O,True
CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(OC4OC(C)C(O)C(N)C4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)cc1,True
CNc1ccccc1C(=O)CC(O)CCC(C)C1OCC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)C2CC(O)C(C(=O)OC)C(O2)C(OC2OC(O)C(N)C(O)C2C)CC=CC=CC=CC=CC=CC=CC=CC1C,False
COC(=CC(N)=O)C(C)C(C=Cc1csc(-c2csc(C(C)C=CC=CC(C)C)n2)n1)OC,True
COC(=CC(N)=O)C(C)C(C=Cc1csc(-c2ncsc2C(C)C=CC=CC(C)C)n1)OC,False
COC(=O)C1C(O)C(O)C23CCC(O)C1(O2)C(=O)C(OC1OC(C)C(O)C(O)C1N)C(C)=CC=CC=CC=CC=CC=CC=CC(O)COCC(O)C(O)CCC(O)C(=O)CCCCCCC3C,False
COC(=O)C1C(O)CC2(O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=CC(OC3OC(C)C(O)C(N)C3O)CC1O2,True
COC(=O)c1ccc(=O)c2nc3c(=CO)c(O)cc(=O)c3[nH]c12,True
COC1=C(O)C(C)=C(O)C(C)C2(O)CC3(CCC(C)CO3)OC(C)(C(C)=CC=C(C)CC(=O)OC1)C2C,False
COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(O)C(C)C(C(C)C)O2)OC1=O,True
COC1=CC(C)=CC(C)C(O)CCC(C(C)C(O)C(C)C2(O)CC(C(C)C)C(O)C(C)O2)=CC=C(C)C(O)C(C)OC1=O,True
COC=C(C(=O)OC)C(C)=CC=Cc1ccccc1,True
COc1cc(CC(O)C2NC(=O)C3CC(O)CN3C(=O)C(C(C)O)NC(=O)C(NCC3CCC(C(=N)SC(=N)c4ccc(N5CCC(OC)(C6CCCCC6)CC5)cc4)CC3)CC(O)CNC(=O)CNC(=O)C(C(O)CCNC(CO)CO)NC2=O)ccc1O,False
COc1cc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)CNC2=O)ccc1Cl,False
COc1ccc(-n2cc(C(c3c(C)[nH][nH]c3=O)c3c(C)[nH][nH]c3=O)nn2)cc1,True
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,True
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccccc2Cl)cc1OC,True
COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)CNC2=O)cc1Cl,True
CSCC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)O1,True
CSCC1OCN(N=Cc2cc([N+](=O)[O-])co2)C1=O,False
CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CC(N)=O)NC(=O)C1CCCN1)C(C)C)C(=O)NCC(=O)NCC=O,False
Cc1ccc(C(C)C)c(O)c1,True
Cc1ccc(C(Cn2ccnc2)[Se][Se]C(Cn2ccnc2)c2ccc(C)cc2)cc1,True
Cc1ccc(CC(CC(=O)NCCc2ccc3c(c2)OCO3)C(=O)O)cc1,True
Cc1ccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)cc1,True
Cc1ccc(N(C)C(=S)Oc2ccc3ccccc3c2)cc1,True
Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,True
Cc1ccc(Oc2ccccc2-c2csc(NC3=NCCCN3)n2)c(C)c1,True
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,True
ClC(Cl)(Cl)c1nn2cnnc2s1,False
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,True
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,True
Clc1ccc(C(Cn2ccnc2)OCc2cccc(Sc3ccccc3)c2)cc1Cl,False
Clc1ccc(C(Cn2ccnc2)OCc2csc(Cl)c2)c(Cl)c1,True
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,True
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)cc1Cl,True
Clc1ccc(C(Cn2ccnc2)OCc2csc3cc(Cl)ccc23)c(Cl)c1,True
Clc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Br)c(Cl)c1,True
Clc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Cl)c(Cl)c1,True
Clc1ccc(C2(Cn3ccnc3)OCC(COc3ccc(-c4ccccc4)cc3)O2)c(Cl)c1,True
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)c(Cl)c2)cc1Cl,True
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,True
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,True
Clc1ccc(OCCCN2CCOCC2)cc1-c1ccccc1,False
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,True
Cn1c2c(c3cc(O)ccc31)C(=O)C(Nc1ccc(Cl)cc1)=CC2=O,True
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccc(Cl)cc2Cl)c(F)c1,True
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Cl)c(F)c1,True
N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,True
NC(C(=O)O)C1CC(Cl)=NO1,True
NC(C(=O)O)C1ON=CC1Cl,False
NC(CC(=O)CO)C(=O)O,True
NCC(Cl)C(O)c1cnc(N)[nH]1,True
Nc1[nH]c(=O)ncc1F,True
Nc1c(-c2cc(Cc3ccccc3COc3ccccn3)no2)ccc[n+]1COP(=O)([O-])O,True
Nc1cc(F)nc(=O)[nH]1,False
O=C(C=Cc1ccccc1Cl)Nc1c(C2=NCCO2)cnn1-c1ccc(Cl)cc1,False
O=C(C=Cc1ccccc1Cl)Nc1c(C2=NCCO2)cnn1-c1ccccc1Cl,False
O=C(CCl)c1cc([N+](=O)[O-])co1,False
O=C(CCl)c1ccc(Oc2ccc(C(=O)CCl)cc2)cc1,True
O=C(CCl)c1ccc(Oc2cccc(C(=O)CCl)c2)cc1,True
O=C(CCl)c1ccc([N+](=O)[O-])o1,True
O=C(CCl)c1ccccc1O,True
O=C(CCl)c1occc1[N+](=O)[O-],False
O=C(COC1=C(C(F)(F)F)C=NC(C(F)(F)F)C1)NNc1ccc(F)cc1F,False
O=C(Nc1nc(Cc2cccc3ccccc23)cs1)C1CCCCC1,True
O=C(O)CNCP(=O)(O)O,True
O=C(O)c1ccccc1,True
O=C([O-])CNCP(=O)([O-])O,True
O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccc(Cl)cc2)n1,False
O=CC=CC=CC=O,True
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,True
O=S(=O)(NC(c1ccccc1)C(NC(=S)NCc1ccccc1)c1ccccc1)c1ccccc1,False
O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,True
O=[N+]([O-])c1ccc(-c2c[nH]c(Cl)c2)cc1Cl,True
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,True
O=c1[nH]sc2cc(Cl)ccc12,True
O=c1c2ccccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,True
OB(O)O,True
OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCCCC2,False
OC(Cn1cncn1)(Cn1cnc(C=Cc2ccc(OCC(F)(F)C(F)F)cc2)n1)c1ccc(F)cc1F,True
OC(Cn1cnnn1)(c1c(F)cccc1F)C(F)(F)c1cc(-c2ccccc2OC(F)(F)F)ccn1,True
OC(Cn1cnnn1)(c1c(F)cccc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,True
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,True
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,True
OC(Cn1cnnn1)(c1cccc(F)c1F)C(F)(F)c1ncccc1-c1ccc(OC(F)(F)F)cc1,True
OCC(O)COc1cccc(Cl)c1,True
OCC(O)COc1ccccc1Cl,True
OCCN1CCN(c2cc(-c3ccsc3)c3nc(-c4cccc(F)c4)cn3n2)CC1,True
OCCOc1ccc(Cl)cc1,True
Oc1c(Cl)cc(Cl)c2cccnc12,True
Oc1c(I)cc(Cl)c2cccnc12,True
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,True
S=[Se],True
S=[Se]=S,True
[Ag],True
[N-]=[N+]=CC(=O)OCC(N)C(=O)O,True
[O-][n+]1ccccc1S,True
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],True
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,True
c1ccc(-c2nc3ccccc3s2)c(OCCn2cc(COc3cccc4cccnc34)nn2)c1,False
c1ccc(Cc2nnc3ccncc3n2)cc1,True
c1ccc(OCC2=Nc3cnccc3NN2)cc1,True
