input_smile,is_patented
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,True
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,True
c1ccc2[nH]c(-c3cscn3)nc2c1,True
[O-][n+]1ccccc1S,True
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,True
CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,True
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,True
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,True
O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O,True
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,True
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,True
CCCCCCCCCC(=O)O,True
Fc1ccc2c(c1)c1c(n2CCCOc2ccc(Cl)cc2)CCNC1,False
C[C@@H](c1cn(-c2ccc(Cl)cc2F)nn1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,True
COc1cc(Br)ccc1-n1nc(C(=O)NCC(=O)NCCC2=CCCCC2)c2ccccc2c1=O,True
Cc1cc(=O)c(O)c(O)cc1C(=O)c1ccccc1,True
Fc1ccc(C2(Cn3cncn3)COC(c3cc4ccc(Cl)cc4s3)=N2)cc1,True
COc1ccc(-c2cc3cnn([C@H](C)[C@](O)(Cn4cncn4)c4ccc(F)cc4F)c(=O)n3c2)cc1,True
O=C1c2ccsc2-c2nccc3ccnc1c23,True
Fc1ccc(C2(Cn3cncn3)COC(c3ccc(-c4ccccc4F)cc3)=N2)cc1,True
Cc1cc(=O)c(O)c(O)cc1C(=O)c1cccs1,True
CC[C@H]1C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)C(C)C(=O)O1,True
Clc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Cl)c(Cl)c1,True
O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccc(Cl)cc2)n1,False
Fc1cccc(C[Se]C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c1,True
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccc(Cl)cc2Cl)c(F)c1,True
CN[C@@H]1[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O[C@H]2c3cc(C)c(C(=O)N[C@H](C)C(=O)NO)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)O[C@@H]1C,True
Fc1ccc(Br)c(C[Se]C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c1,False
O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccccc2Cl)n1,False
Clc1ccc(C(Cn2ccnc2)[Se][Se]C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,False
C=CCc1ccc(OCC(Cn2ccnc2)OC(=O)c2ccc(Cl)cc2)c(OC)c1,False
c1ccc(COc2ccc(C[C@H]3CN[C@@H](Cc4ccccc4)CN3)cc2)cc1,False
O=c1ccc2ccc(COC(Cn3ccnc3)c3ccc(Cl)cc3Cl)cc2o1,False
NC(=O)CC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,True
Fc1cccc(C[Se]C(Cn2ccnc2)c2ccc(F)cc2F)c1,True
Cc1nc(-c2ccc(C(C)(C)C)cc2)sc1-c1nnc(NCCN)o1,False
Clc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Br)c(Cl)c1,True
Clc1ccc(C(Cn2ccnc2)[Se]C(Cn2ccnc2)c2ccc(Cl)cc2)cc1,False
CCCc1ccc(OCC(Cn2ccnc2)OCc2ccc(Cl)cc2)c(OC)c1,True
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Br)c(F)c1,False
CC(=O)N1CCN(c2ccc(OCCN(CC(O)(Cn3cncn3)c3ccc(F)cc3F)S(=O)(=O)c3ccc(Cl)cc3Cl)cc2)CC1,False
OC(CSc1nc2ccccc2[nH]1)(Cn1cncn1)c1ccc(F)cc1,False
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Cl)c(F)c1,True
Clc1ccc(C(Cn2ccnc2)[Se][Se]C(Cn2ccnc2)c2ccc(Cl)cc2)cc1,False
O=C(c1ccccc1)c1ccc2nc(SCC(O)(Cn3cncn3)c3ccc(Cl)cc3)[nH]c2c1,False
COc1ccc2c(c1)C1(CCN(C(=O)/C=C/C(=O)Nc3ccccc3Cl)CC1)OC(=O)N2,False
Nc1cc(=O)n(C(=S)Nc2ccc3c(c2)CCC3)[nH]1,False
O=C(O)c1cc2cc(OCc3ccc(C4CCCCC4)c(C(F)(F)F)c3)ccc2[nH]1,True
Cc1ccc(C(Cn2ccnc2)[Se][Se]C(Cn2ccnc2)c2ccc(C)cc2)cc1,True
CO/N=C(\C)c1ccccc1NC(=O)c1cn(C)nc1C(F)F,True
Cc1nc(NCc2ccc(-c3nnc(SCc4c(F)cccc4F)o3)cc2)cc(C(F)(F)F)n1,False
CCCc1ccc(OCC(Cn2ccnc2)OC(=O)c2ccc(Cl)cc2)c(OC)c1,False
C=CCc1ccc(OCC(Cn2ccnc2)OCc2ccc(Cl)cc2)c(OC)c1,True
Cn1c2c(c3cc(O)ccc31)C(=O)C(Nc1ccc(Cl)cc1)=CC2=O,True
OCCN1CCN(c2cc(-c3ccsc3)c3nc(-c4cccc(F)c4)cn3n2)CC1,True
C=C1C(=O)O[C@@H]2CC(C)=C([C@@H](C)CCCOC(C)=O)[C@@H](OC(=O)CCl)[C@H]12,False
COc1ccc(NC(=O)Nc2nnc(SCC(O)(Cn3cncn3)c3ccc(F)cc3F)s2)cc1,True
O=C(Nc1ccc(F)cc1)Nc1nnc(SCC(O)(Cn2cncn2)c2ccc(F)cc2F)s1,True
Fc1ccc(F)c(-c2nc(C3=N[C@@H](c4ccccc4)CO3)co2)c1,False
CCc1cc(-c2nc(-c3cccc(C(=O)Nc4ccc(F)cc4)c3)no2)n(C)n1,False
Cc1c(OCCNCC(O)(Cn2cncn2)c2ccc(F)cc2F)ccc2c(-c3snc(Cl)c3Cl)cc(=O)oc12,False
C[C@@H](C(=O)O[C@H](Cn1ccnc1)c1ccc(F)cc1)c1ccc(-c2ccccc2)c(F)c1,False
C[C@H](C(=O)N(C)C[C@@](O)(Cn1ccnc1)c1ccc(Cl)cc1)c1ccc(-c2ccccc2)c(F)c1,True
O=c1[nH]nc(COc2c(Br)cc(Br)c3cccnc23)n1-c1ccc(C(F)(F)F)cc1,False
CCCCCc1ccc(-c2cc(O)cc(O)c2)cc1,True
C[C@@H](N(C)Cc1ccc(C#Cc2ccc(F)cc2F)cc1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,True
CCCSSc1ncccn1,True
O=C(N/N=C/c1ccc(Cl)cc1)c1ccc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2c1,False
COc1ccc(-n2cc(C(c3c(C)[nH][nH]c3=O)c3c(C)[nH][nH]c3=O)nn2)cc1,True
O=C(COc1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)NNc1ccc(F)cc1F,False
C[C@@H](OCC#Cc1ccc(C#N)cc1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,False
Cc1cc(O)c(C(=O)CCC2CCCC2)c(=O)o1,True
CC(=O)N1CCN(C(C(=O)Nc2cccc(F)c2)c2ccc(Br)cc2)CC1,False
CCCn1c(-c2nnco2)cc2ccc(Cl)cc21,True
Cc1ccc(-n2ncc3c(=O)n(CCCl)c(-c4cccc(C(F)(F)F)c4)nc32)cc1,False
C[C@@H]1[C@@H](C)[C@H](c2cccc(F)c2)O[C@@H]1c1ccc(O)c(C(F)(F)F)c1,False
Cc1ccc(/C=C2\CN(/C=C/c3ccccc3)C[C@]3(C2=O)[C@@H](c2ccc(C)cc2)[C@H](Cc2ccccc2)N[C@]32C(=O)Nc3ccc(OC(F)(F)F)cc32)cc1,False
CCN1CCN(c2ccc(NC(=O)CSc3nnc4scc(-c5ccccc5)n34)cc2)CC1,False
O=C(Cn1cc(F)c2ccccc21)N1CCC(c2nc(C3=NOC(c4c(F)cccc4F)C3)cs2)CC1,False
C=C1C(=O)OC(c2cc3ccccc3s2)C1c1ccc(C)cc1,True
FC(F)(F)c1ccc(Oc2cc(Sc3nc4ccccc4[nH]3)ncn2)cc1,False
OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCCCC2,False
COc1ccc(/C=C/C(=O)O/N=C/c2ccccc2F)cc1,True
CCCCS(=O)(=O)C1=NN(C(C)=O)C(c2coc3ccc(Cl)cc3c2=O)S1=O,True
CC1=C(C(=O)N/N=C/C(=O)c2ccccc2C)C(c2ccccc2)NC(=O)N1,False
Cc1ccc(S(=O)(=O)N[C@H](c2ccccc2)[C@H](NC(=S)NCc2ccccc2)c2ccccc2)cc1,True
S=C(NCc1ccccc1)N[C@H](c1ccccc1)[C@H](NCc1c[nH]c2ccccc12)c1ccccc1,False
CCCCC1=CC(=O)c2c(O)ccc(O)c2C1=O,True
c1ccc(-c2nc3ccccc3s2)c(OCCn2cc(COc3cccc4cccnc34)nn2)c1,False
ClC(Cl)(Cl)c1nn2cnnc2s1,False
C=CCc1cc(Br)c(O)c(-c2cc(CC=C)cc(Br)c2O)c1,True
O=C(/C=C/c1ccccc1Cl)Nc1c(C2=NCCO2)cnn1-c1ccc(Cl)cc1,False
CC(C)CSSc1ncccn1,True
O=S(=O)(N[C@H](c1ccccc1)[C@H](NC(=S)NCc1ccccc1)c1ccccc1)c1ccccc1,False
CC1(C)C=Cc2c(cc(O)c3c2O[C@H](c2ccccc2)[C@@H](O)C3=O)O1,True
O=C(NC1CCS(=O)(=O)C1)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,False
CCOC(=O)Cc1csc(N/N=C(/C)CCC(=O)O)n1,False
C[C@H](C(=O)N(C)C[C@@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl)c1cccc(C(=O)c2ccccc2)c1,True
O=C(OC1CCNC(=O)c2ccoc21)c1cscc1Br,False
CN[C@H](c1ccccc1)[C@H](NC(=S)NCc1ccccc1)c1ccccc1,True
CC[C@@H]1COC(c2ccccc2NC(=O)/C(=N\O)c2ccco2)=N1,False
Cc1nc(-c2ccc(C(C)(C)C)cc2)sc1-c1nnc(N[C@H]2CCCC[C@H]2N)o1,False
Cc1ccc(-n2ncc(C3=NCCO3)c2NC(=O)/C=C/c2ccccc2Cl)cc1,True
CO/N=C1/c2ccsc2C(=O)c2c(C)noc21,False
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)[C@]2(C)ON=C(c4ccccc4)[C@]2(N)O3)cc1,False
Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C,True
Cc1cc(N2CCN(c3ccc(C(=O)Nc4ccc(F)cc4)cc3)CC2)ccc1OC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(F)cc2F)C1,True
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]1C)CC(O)C2C(=O)O,True
CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,True
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,True
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,True
C[C@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,True
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,True
On1ccccc1=S,True
N#C/C(=C1/SCC(c2ccccc2Cl)S1)n1ccnc1,True
COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,True
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,True
C[C@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)CC(O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,True
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,True
C[C@@H]1[C@H](O)[C@@H](C)C=CC=CCCC=CC=CC=CC=C[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,True
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,True
CC1[C@H](C)OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)C[C@]2(O)CC(O)C(C(=O)O)C(CC(OC3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@H]1O)O2,True
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,True
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,True
C[C@H]1[C@@H](O)[C@H](C)/C=C/C=C\CC/C=C/C=C/C=C/C=C/C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H]1C)CC(O)C2C(=O)O,True
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,True
CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,True
C[C@@H]1[C@H](O)[C@@H](C)C=CC=CCCC=CC=CC=CC=CC(O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]1C)CC(O)C2C(=O)O,True
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,True
CC1C=CC=CCCC=CC=CC=CC=CC(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,True
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C\CC/C=C/C=C/C=C/C=C/C(O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]1C)CC(O)C2C(=O)O,True
Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,True
C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,True
CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,True
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,True
O=c1[nH]sc2cc(Cl)ccc12,True
CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,True
CCCCCCCCC(=O)O,True
S=c1[nH]c2ccccc2s1,True
O=C(O)c1ccccc1,True
O=C(O)CNCP(=O)(O)O,True
