input_smile,is_patented,patent_cid,similar_smile_patent
N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,False,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,True,47576.0,
Cc1ccc(C(C)C)c(O)c1,False,,
CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,True,16119814.0,
CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,True,54260.0,
OB(O)O,True,7628.0,
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,False,,
OCCOc1ccc(Cl)cc1,True,177746031.0,
O=C(O)c1ccccc1O,False,,
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,True,1985.0,
CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,True,6918120.0,
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,True,11102.0,
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,True,4189.0,
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,True,65495.0,
CCC(=O)O,False,,
C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,False,,
Cn1sc(Cl)cc1=O,False,,
O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,True,29566.0,
[Ag],True,24470.0,
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,True,10649.0,
CC(C)(O)C(Cl)(Cl)Cl,True,5977.0,
CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]3[C@H](O)[C@H]4N=C(N(C)C)O[C@H]4[C@@H]3CO)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@H]1O,True,119339.0,
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,False,,
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],True,3109.0,
[B],False,,
Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,False,,
c1ccc(Cc2nnc3ccncc3n2)cc1,True,41370.0,
c1ccc(OCC2=Nc3cnccc3NN2)cc1,True,516596.0,
CCOC(=O)c1ccc(O)cc1,True,177769015.0,
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,False,,
CCCC[C@@H](O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O,False,,
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,False,,
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)[C@@H]2CC[C@H]3C2)c1,True,5506.0,
O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,True,13916.0,
Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,True,3401.0,
Oc1c(Cl)cc(Cl)c2cccnc12,True,2722.0,
C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,False,,
OCC(O)COc1ccc(Cl)cc1,True,2724.0,
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,False,,
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,True,51755.0,
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,False,,
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,True,3599.0,
c1ccc2[nH]c(-c3cscn3)nc2c1,True,5430.0,
[O-][n+]1ccccc1S,True,26041.0,
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,True,5754.0,
CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,False,,
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,True,31404.0,
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,True,3607.0,
O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O,True,77254.0,
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,False,,
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,True,47576.0,
CCCCCCCCCC(=O)O,False,,
Fc1ccc2c(c1)c1c(n2CCCOc2ccc(Cl)cc2)CCNC1,False,,
C[C@@H](c1cn(-c2ccc(Cl)cc2F)nn1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,True,145150183.0,
COc1cc(Br)ccc1-n1nc(C(=O)NCC(=O)NCCC2=CCCCC2)c2ccccc2c1=O,False,,
Cc1cc(=O)c(O)c(O)cc1C(=O)c1ccccc1,False,,
Fc1ccc(C2(Cn3cncn3)COC(c3cc4ccc(Cl)cc4s3)=N2)cc1,True,155672439.0,
COc1ccc(-c2cc3cnn([C@H](C)[C@](O)(Cn4cncn4)c4ccc(F)cc4F)c(=O)n3c2)cc1,False,,
O=C1c2ccsc2-c2nccc3ccnc1c23,True,72715062.0,
Fc1ccc(C2(Cn3cncn3)COC(c3ccc(-c4ccccc4F)cc3)=N2)cc1,True,155672478.0,
Cc1cc(=O)c(O)c(O)cc1C(=O)c1cccs1,False,,
CC[C@H]1C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)C(C)C(=O)O1,True,10100233.0,
Clc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Cl)c(Cl)c1,False,,
O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccc(Cl)cc2)n1,False,,
Fc1cccc(C[Se]C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c1,False,,
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccc(Cl)cc2Cl)c(F)c1,True,162676958.0,
CN[C@@H]1[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O[C@H]2c3cc(C)c(C(=O)N[C@H](C)C(=O)NO)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)O[C@@H]1C,False,,
Fc1ccc(Br)c(C[Se]C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c1,False,,
O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccccc2Cl)n1,False,,
Clc1ccc(C(Cn2ccnc2)[Se][Se]C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,False,,
C=CCc1ccc(OCC(Cn2ccnc2)OC(=O)c2ccc(Cl)cc2)c(OC)c1,False,,
c1ccc(COc2ccc(C[C@H]3CN[C@@H](Cc4ccccc4)CN3)cc2)cc1,True,44398517.0,
O=c1ccc2ccc(COC(Cn3ccnc3)c3ccc(Cl)cc3Cl)cc2o1,False,,
NC(=O)CC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,False,,
Fc1cccc(C[Se]C(Cn2ccnc2)c2ccc(F)cc2F)c1,False,,
Cc1nc(-c2ccc(C(C)(C)C)cc2)sc1-c1nnc(NCCN)o1,False,,
Clc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Br)c(Cl)c1,False,,
Clc1ccc(C(Cn2ccnc2)[Se]C(Cn2ccnc2)c2ccc(Cl)cc2)cc1,False,,
CCCc1ccc(OCC(Cn2ccnc2)OCc2ccc(Cl)cc2)c(OC)c1,False,,
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Br)c(F)c1,False,,
CC(=O)N1CCN(c2ccc(OCCN(CC(O)(Cn3cncn3)c3ccc(F)cc3F)S(=O)(=O)c3ccc(Cl)cc3Cl)cc2)CC1,False,,
OC(CSc1nc2ccccc2[nH]1)(Cn1cncn1)c1ccc(F)cc1,False,,
Fc1ccc(C(Cn2ccnc2)[Se]Cc2ccccc2Cl)c(F)c1,True,162676958.0,
Clc1ccc(C(Cn2ccnc2)[Se][Se]C(Cn2ccnc2)c2ccc(Cl)cc2)cc1,False,,
O=C(c1ccccc1)c1ccc2nc(SCC(O)(Cn3cncn3)c3ccc(Cl)cc3)[nH]c2c1,False,,
COc1ccc2c(c1)C1(CCN(C(=O)/C=C/C(=O)Nc3ccccc3Cl)CC1)OC(=O)N2,False,,
Nc1cc(=O)n(C(=S)Nc2ccc3c(c2)CCC3)[nH]1,False,,
O=C(O)c1cc2cc(OCc3ccc(C4CCCCC4)c(C(F)(F)F)c3)ccc2[nH]1,True,143575264.0,
Cc1ccc(C(Cn2ccnc2)[Se][Se]C(Cn2ccnc2)c2ccc(C)cc2)cc1,False,,
CO/N=C(\C)c1ccccc1NC(=O)c1cn(C)nc1C(F)F,False,,
Cc1nc(NCc2ccc(-c3nnc(SCc4c(F)cccc4F)o3)cc2)cc(C(F)(F)F)n1,False,,
CCCc1ccc(OCC(Cn2ccnc2)OC(=O)c2ccc(Cl)cc2)c(OC)c1,False,,
C=CCc1ccc(OCC(Cn2ccnc2)OCc2ccc(Cl)cc2)c(OC)c1,False,,
Cn1c2c(c3cc(O)ccc31)C(=O)C(Nc1ccc(Cl)cc1)=CC2=O,True,131704488.0,
OCCN1CCN(c2cc(-c3ccsc3)c3nc(-c4cccc(F)c4)cn3n2)CC1,False,,
C=C1C(=O)O[C@@H]2CC(C)=C([C@@H](C)CCCOC(C)=O)[C@@H](OC(=O)CCl)[C@H]12,False,,
COc1ccc(NC(=O)Nc2nnc(SCC(O)(Cn3cncn3)c3ccc(F)cc3F)s2)cc1,True,162641029.0,
O=C(Nc1ccc(F)cc1)Nc1nnc(SCC(O)(Cn2cncn2)c2ccc(F)cc2F)s1,True,162641030.0,
Fc1ccc(F)c(-c2nc(C3=N[C@@H](c4ccccc4)CO3)co2)c1,False,,
CCc1cc(-c2nc(-c3cccc(C(=O)Nc4ccc(F)cc4)c3)no2)n(C)n1,False,,
Cc1c(OCCNCC(O)(Cn2cncn2)c2ccc(F)cc2F)ccc2c(-c3snc(Cl)c3Cl)cc(=O)oc12,False,,
C[C@@H](C(=O)O[C@H](Cn1ccnc1)c1ccc(F)cc1)c1ccc(-c2ccccc2)c(F)c1,False,,
C[C@H](C(=O)N(C)C[C@@](O)(Cn1ccnc1)c1ccc(Cl)cc1)c1ccc(-c2ccccc2)c(F)c1,True,165178976.0,
O=c1[nH]nc(COc2c(Br)cc(Br)c3cccnc23)n1-c1ccc(C(F)(F)F)cc1,False,,
CCCCCc1ccc(-c2cc(O)cc(O)c2)cc1,True,5488537.0,
C[C@@H](N(C)Cc1ccc(C#Cc2ccc(F)cc2F)cc1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,False,,
CCCSSc1ncccn1,True,21296052.0,
O=C(N/N=C/c1ccc(Cl)cc1)c1ccc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2c1,False,,
COc1ccc(-n2cc(C(c3c(C)[nH][nH]c3=O)c3c(C)[nH][nH]c3=O)nn2)cc1,False,,
O=C(COc1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)NNc1ccc(F)cc1F,False,,
C[C@@H](OCC#Cc1ccc(C#N)cc1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,False,,
Cc1cc(O)c(C(=O)CCC2CCCC2)c(=O)o1,False,,
CC(=O)N1CCN(C(C(=O)Nc2cccc(F)c2)c2ccc(Br)cc2)CC1,False,,
CCCn1c(-c2nnco2)cc2ccc(Cl)cc21,True,176220533.0,
Cc1ccc(-n2ncc3c(=O)n(CCCl)c(-c4cccc(C(F)(F)F)c4)nc32)cc1,False,,
C[C@@H]1[C@@H](C)[C@H](c2cccc(F)c2)O[C@@H]1c1ccc(O)c(C(F)(F)F)c1,False,,
Cc1ccc(/C=C2\CN(/C=C/c3ccccc3)C[C@]3(C2=O)[C@@H](c2ccc(C)cc2)[C@H](Cc2ccccc2)N[C@]32C(=O)Nc3ccc(OC(F)(F)F)cc32)cc1,False,,
CCN1CCN(c2ccc(NC(=O)CSc3nnc4scc(-c5ccccc5)n34)cc2)CC1,False,,
O=C(Cn1cc(F)c2ccccc21)N1CCC(c2nc(C3=NOC(c4c(F)cccc4F)C3)cs2)CC1,False,,
C=C1C(=O)OC(c2cc3ccccc3s2)C1c1ccc(C)cc1,True,168476009.0,
FC(F)(F)c1ccc(Oc2cc(Sc3nc4ccccc4[nH]3)ncn2)cc1,False,,
OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCCCC2,False,,
COc1ccc(/C=C/C(=O)O/N=C/c2ccccc2F)cc1,False,,
CCCCS(=O)(=O)C1=NN(C(C)=O)C(c2coc3ccc(Cl)cc3c2=O)S1=O,False,,
CC1=C(C(=O)N/N=C/C(=O)c2ccccc2C)C(c2ccccc2)NC(=O)N1,False,,
Cc1ccc(S(=O)(=O)N[C@H](c2ccccc2)[C@H](NC(=S)NCc2ccccc2)c2ccccc2)cc1,False,,
S=C(NCc1ccccc1)N[C@H](c1ccccc1)[C@H](NCc1c[nH]c2ccccc12)c1ccccc1,False,,
CCCCC1=CC(=O)c2c(O)ccc(O)c2C1=O,True,31703.0,
c1ccc(-c2nc3ccccc3s2)c(OCCn2cc(COc3cccc4cccnc34)nn2)c1,False,,
ClC(Cl)(Cl)c1nn2cnnc2s1,True,164524045.0,
C=CCc1cc(Br)c(O)c(-c2cc(CC=C)cc(Br)c2O)c1,True,394170.0,
O=C(/C=C/c1ccccc1Cl)Nc1c(C2=NCCO2)cnn1-c1ccc(Cl)cc1,False,,
CC(C)CSSc1ncccn1,True,12763562.0,
O=S(=O)(N[C@H](c1ccccc1)[C@H](NC(=S)NCc1ccccc1)c1ccccc1)c1ccccc1,False,,
CC1(C)C=Cc2c(cc(O)c3c2O[C@H](c2ccccc2)[C@@H](O)C3=O)O1,True,15426600.0,
O=C(NC1CCS(=O)(=O)C1)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,False,,
CCOC(=O)Cc1csc(N/N=C(/C)CCC(=O)O)n1,False,,
C[C@H](C(=O)N(C)C[C@@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl)c1cccc(C(=O)c2ccccc2)c1,True,165178970.0,
O=C(OC1CCNC(=O)c2ccoc21)c1cscc1Br,False,,
CN[C@H](c1ccccc1)[C@H](NC(=S)NCc1ccccc1)c1ccccc1,True,10552525.0,
CC[C@@H]1COC(c2ccccc2NC(=O)/C(=N\O)c2ccco2)=N1,False,,
Cc1nc(-c2ccc(C(C)(C)C)cc2)sc1-c1nnc(N[C@H]2CCCC[C@H]2N)o1,False,,
Cc1ccc(-n2ncc(C3=NCCO3)c2NC(=O)/C=C/c2ccccc2Cl)cc1,False,,
CO/N=C1/c2ccsc2C(=O)c2c(C)noc21,False,,
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)[C@]2(C)ON=C(c4ccccc4)[C@]2(N)O3)cc1,False,,
Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C,True,91885568.0,
Cc1cc(N2CCN(c3ccc(C(=O)Nc4ccc(F)cc4)cc3)CC2)ccc1OC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(F)cc2F)C1,True,121383526.0,
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]1C)CC(O)C2C(=O)O,False,,
CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,False,,
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,False,,
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,True,4735.0,
C[C@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,False,,
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,True,6197.0,
On1ccccc1=S,True,603800.0,
N#C/C(=C1/SCC(c2ccccc2Cl)S1)n1ccnc1,False,,
COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,True,3936.0,
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,False,,
C[C@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)CC(O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,False,,
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,True,11286230.0,
C[C@@H]1[C@H](O)[C@@H](C)C=CC=CCCC=CC=CC=CC=C[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,True,11286230.0,
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,True,47576.0,
CC1[C@H](C)OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)C[C@]2(O)CC(O)C(C(=O)O)C(CC(OC3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@H]1O)O2,False,,
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,False,,
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,True,166548.0,
C[C@H]1[C@@H](O)[C@H](C)/C=C/C=C\CC/C=C/C=C/C=C/C=C/C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H]1C)CC(O)C2C(=O)O,False,,
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,True,67686.0,
CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,False,,
C[C@@H]1[C@H](O)[C@@H](C)C=CC=CCCC=CC=CC=CC=CC(O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]1C)CC(O)C2C(=O)O,True,11286230.0,
